24984	1	1	u,Маг. Защ. +18. Скорость +7.\0	u,Урон от физических умений +93. Расход MP -3%.\0	u,Сила Крит. Атк. +41,3. Шанс Крит. Атк. Магией +2.\0
25338	2	1	u,Восстановление HP +0,095\0	u,Точность +0,94\0	a,
25339	2	1	u,Восстановление HP +0,095\0	u,Крит. +7,05\0	a,
25340	2	1	u,Восстановление MP +0,04\0	u,Восстановление CP +0,095\0	a,
25341	2	1	u,Восстановление MP +0,04\0	u,Уворот + 0,646\0	a,
25342	2	1	u,Восстановление MP +0,04\0	u,Точность +0,94\0	a,
25343	2	1	u,Восстановление MP +0,04\0	u,Крит. +7,05\0	a,
25344	2	1	u,Восстановление CP +0,095\0	u,Уворот + 0,646\0	a,
25345	2	1	u,Восстановление CP +0,095\0	u,Точность +0,94\0	a,
25346	2	1	u,Восстановление CP +0,095\0	u,Крит. +7,05\0	a,
25347	2	1	u,Уворот + 0,646\0	u,Точность +0,94\0	a,
25348	2	1	u,Уворот + 0,646\0	u,Крит. +7,05\0	a,
25349	2	1	u,Точность +0,94\0	u,Крит. +7,05\0	a,
25350	2	1	u,Физ. Защ. +21,61\0	a,	a,
25351	2	1	u,Маг. Защ. +19,56\0	a,	a,
25352	2	1	u,Макс. HP +51,35\0	a,	a,
25353	2	1	u,Макс. MP +22,64\0	a,	a,
25354	2	1	u,Макс. CP +101,09\0	a,	a,
25355	2	1	u,Физ. Атк. +24,2\0	a,	a,
25356	2	1	u,Маг. Атк. +30,45\0	a,	a,
25357	2	1	u,Восстановление HP +0,2\0	a,	a,
25358	2	1	u,Восстановление MP +0,08\0	a,	a,
25359	2	1	u,Восстановление CP +0,2\0	a,	a,
25360	2	1	u,Уворот + 1,292\0	a,	a,
25361	2	1	u,Точность +1,88\0	a,	a,
25362	2	1	u,Крит. +14,1\0	a,	a,
25363	2	1	u,Физ. Защ. +10,805\0	u,Маг. Защ. +9,78\0	a,
25364	2	1	u,Физ. Защ. +10,805\0	u,Макс. HP +25,675\0	a,
25365	2	1	u,Физ. Защ. +10,805\0	u,Макс. MP +11,32\0	a,
25366	2	1	u,Физ. Защ. +10,805\0	u,Макс. CP +50,545\0	a,
25367	2	1	u,Физ. Защ. +10,805\0	u,Физ. Атк. +12,1\0	a,
25368	2	1	u,Физ. Защ. +10,805\0	u,Маг. Атк. +15,255\0	a,
25369	2	1	u,Физ. Защ. +10,805\0	u,Восстановление HP +0,1\0	a,
25370	2	1	u,Физ. Защ. +10,805\0	u,Восстановление MP +0,04\0	a,
25371	2	1	u,Физ. Защ. +10,805\0	u,Восстановление CP +0,1\0	a,
25372	2	1	u,Физ. Защ. +10,805\0	u,Уворот + 0,646\0	a,
25373	2	1	u,Физ. Защ. +10,805\0	u,Точность +0,94\0	a,
25374	2	1	u,Физ. Защ. +10,805\0	u,Крит. +7,05\0	a,
25375	2	1	u,Маг. Защ. +9,78\0	u,Макс. HP +25,675\0	a,
25376	2	1	u,Маг. Защ. +9,78\0	u,Макс. MP +11,32\0	a,
25377	2	1	u,Маг. Защ. +9,78\0	u,Макс. CP +50,545\0	a,
25378	2	1	u,Маг. Защ. +9,78\0	u,Физ. Атк. +12,1\0	a,
25379	2	1	u,Маг. Защ. +9,78\0	u,Маг. Атк. +15,255\0	a,
25380	2	1	u,Маг. Защ. +9,78\0	u,Восстановление HP +0,1\0	a,
25381	2	1	u,Маг. Защ. +9,78\0	u,Восстановление MP +0,04\0	a,
25382	2	1	u,Маг. Защ. +9,78\0	u,Восстановление CP +0,1\0	a,
25383	2	1	u,Маг. Защ. +9,78\0	u,Уворот + 0,646\0	a,
25384	2	1	u,Маг. Защ. +9,78\0	u,Точность +0,94\0	a,
25385	2	1	u,Маг. Защ. +9,78\0	u,Крит. +7,05\0	a,
25386	2	1	u,Макс. HP +25,675\0	u,Макс. MP +11,32\0	a,
25387	2	1	u,Макс. HP +25,675\0	u,Макс. CP +50,545\0	a,
25388	2	1	u,Макс. HP +25,675\0	u,Физ. Атк. +12,1\0	a,
25389	2	1	u,Макс. HP +25,675\0	u,Маг. Атк. +15,255\0	a,
25390	2	1	u,Макс. HP +25,675\0	u,Восстановление HP +0,1\0	a,
25391	2	1	u,Макс. HP +25,675\0	u,Восстановление MP +0,04\0	a,
25392	2	1	u,Макс. HP +25,675\0	u,Восстановление CP +0,1\0	a,
25393	2	1	u,Макс. HP +25,675\0	u,Уворот + 0,646\0	a,
25394	2	1	u,Макс. HP +25,675\0	u,Точность +0,94\0	a,
25395	2	1	u,Макс. HP +25,675\0	u,Крит. +7,05\0	a,
25396	2	1	u,Макс. MP +11,32\0	u,Макс. CP +50,545\0	a,
25397	2	1	u,Макс. MP +11,32\0	u,Физ. Атк. +12,1\0	a,
25398	2	1	u,Макс. MP +11,32\0	u,Маг. Атк. +15,255\0	a,
25399	2	1	u,Макс. MP +11,32\0	u,Восстановление HP +0,1\0	a,
25400	2	1	u,Макс. MP +11,32\0	u,Восстановление MP +0,04\0	a,
25401	2	1	u,Макс. MP +11,32\0	u,Восстановление CP +0,1\0	a,
25402	2	1	u,Макс. MP +11,32\0	u,Уворот + 0,646\0	a,
25403	2	1	u,Макс. MP +11,32\0	u,Точность +0,94\0	a,
25404	2	1	u,Макс. MP +11,32\0	u,Крит. +7,05\0	a,
25405	2	1	u,Макс. CP +50,545\0	u,Физ. Атк. +12,1\0	a,
25406	2	1	u,Макс. CP +50,545\0	u,Маг. Атк. +15,255\0	a,
25407	2	1	u,Макс. CP +50,545\0	u,Восстановление HP +0,1\0	a,
25408	2	1	u,Макс. CP +50,545\0	u,Восстановление MP +0,04\0	a,
25409	2	1	u,Макс. CP +50,545\0	u,Восстановление CP +0,1\0	a,
25410	2	1	u,Макс. CP +50,545\0	u,Уворот + 0,646\0	a,
25411	2	1	u,Макс. CP +50,545\0	u,Точность +0,94\0	a,
25412	2	1	u,Макс. CP +50,545\0	u,Крит. +7,05\0	a,
25413	2	1	u,Физ. Атк. +12,1\0	u,Маг. Атк. +15,255\0	a,
25414	2	1	u,Физ. Атк. +12,1\0	u,Восстановление HP +0,1\0	a,
25415	2	1	u,Физ. Атк. +12,1\0	u,Восстановление MP +0,04\0	a,
25416	2	1	u,Физ. Атк. +12,1\0	u,Восстановление CP +0,1\0	a,
25417	2	1	u,Физ. Атк. +12,1\0	u,Уворот + 0,646\0	a,
25418	2	1	u,Физ. Атк. +12,1\0	u,Точность +0,94\0	a,
25419	2	1	u,Физ. Атк. +12,1\0	u,Крит. +7,05\0	a,
25420	2	1	u,Маг. Атк. +15,255\0	u,Восстановление HP +0,1\0	a,
25421	2	1	u,Маг. Атк. +15,255\0	u,Восстановление MP +0,04\0	a,
25422	2	1	u,Маг. Атк. +15,255\0	u,Восстановление CP +0,1\0	a,
25423	2	1	u,Маг. Атк. +15,255\0	u,Уворот + 0,646\0	a,
25424	2	1	u,Маг. Атк. +15,255\0	u,Точность +0,94\0	a,
25425	2	1	u,Маг. Атк. +15,255\0	u,Крит. +7,05\0	a,
25426	2	1	u,Восстановление HP +0,1\0	u,Восстановление MP +0,04\0	a,
25427	2	1	u,Восстановление HP +0,1\0	u,Восстановление CP +0,1\0	a,
25428	2	1	u,Восстановление HP +0,1\0	u,Уворот + 0,646\0	a,
25429	2	1	u,Восстановление HP +0,1\0	u,Точность +0,94\0	a,
25430	2	1	u,Восстановление HP +0,1\0	u,Крит. +7,05\0	a,
25431	2	1	u,Восстановление MP +0,04\0	u,Восстановление CP +0,1\0	a,
25432	2	1	u,Восстановление MP +0,04\0	u,Уворот + 0,646\0	a,
25433	2	1	u,Восстановление MP +0,04\0	u,Точность +0,94\0	a,
25434	2	1	u,Восстановление MP +0,04\0	u,Крит. +7,05\0	a,
25435	2	1	u,Восстановление CP +0,1\0	u,Уворот + 0,646\0	a,
25436	2	1	u,Восстановление CP +0,1\0	u,Точность +0,94\0	a,
25437	2	1	u,Восстановление CP +0,1\0	u,Крит. +7,05\0	a,
25438	2	1	u,Уворот + 0,646\0	u,Точность +0,94\0	a,
25439	2	1	u,Уворот + 0,646\0	u,Крит. +7,05\0	a,
25440	2	1	u,Точность +0,94\0	u,Крит. +7,05\0	a,
25441	2	1	u,Физ. Защ. +23,9\0	a,	a,
25442	2	1	u,Маг. Защ. +22,06\0	a,	a,
25443	2	1	u,Макс. HP +53,91\0	a,	a,
25444	2	1	u,Макс. MP +24,17\0	a,	a,
25445	2	1	u,Макс. CP +106,14\0	a,	a,
25446	2	1	u,Физ. Атк. +28,82\0	a,	a,
25447	2	1	u,Маг. Атк. +37,26\0	a,	a,
25448	2	1	u,Восстановление HP +0,2\0	a,	a,
25449	2	1	u,Восстановление MP +0,08\0	a,	a,
25450	2	1	u,Восстановление CP +0,2\0	a,	a,
25451	2	1	u,Уворот + 1,292\0	a,	a,
25452	2	1	u,Точность +1,88\0	a,	a,
25453	2	1	u,Крит. +14,1\0	a,	a,
25454	2	1	u,Физ. Защ. +11,95\0	u,Маг. Защ. +11,03\0	a,
25455	2	1	u,Физ. Защ. +11,95\0	u,Макс. HP +26,955\0	a,
25456	2	1	u,Физ. Защ. +11,95\0	u,Макс. MP +12,085\0	a,
25457	2	1	u,Физ. Защ. +11,95\0	u,Макс. CP +53,07\0	a,
25458	2	1	u,Физ. Защ. +11,95\0	u,Физ. Атк. +14,41\0	a,
25459	2	1	u,Физ. Защ. +11,95\0	u,Маг. Атк. +18,63\0	a,
25460	2	1	u,Физ. Защ. +11,95\0	u,Восстановление HP +0,1\0	a,
25461	2	1	u,Физ. Защ. +11,95\0	u,Восстановление MP +0,04\0	a,
25462	2	1	u,Физ. Защ. +11,95\0	u,Восстановление CP +0,1\0	a,
25463	2	1	u,Физ. Защ. +11,95\0	u,Уворот + 0,646\0	a,
25464	2	1	u,Физ. Защ. +11,95\0	u,Точность +0,94\0	a,
25465	2	1	u,Физ. Защ. +11,95\0	u,Крит. +7,05\0	a,
25466	2	1	u,Маг. Защ. +11,03\0	u,Макс. HP +26,955\0	a,
25467	2	1	u,Маг. Защ. +11,03\0	u,Макс. MP +12,085\0	a,
25468	2	1	u,Маг. Защ. +11,03\0	u,Макс. CP +53,07\0	a,
25469	2	1	u,Маг. Защ. +11,03\0	u,Физ. Атк. +14,41\0	a,
25470	2	1	u,Маг. Защ. +11,03\0	u,Маг. Атк. +18,63\0	a,
25471	2	1	u,Маг. Защ. +11,03\0	u,Восстановление HP +0,1\0	a,
25472	2	1	u,Маг. Защ. +11,03\0	u,Восстановление MP +0,04\0	a,
25473	2	1	u,Маг. Защ. +11,03\0	u,Восстановление CP +0,1\0	a,
25474	2	1	u,Маг. Защ. +11,03\0	u,Уворот + 0,646\0	a,
25475	2	1	u,Маг. Защ. +11,03\0	u,Точность +0,94\0	a,
25476	2	1	u,Маг. Защ. +11,03\0	u,Крит. +7,05\0	a,
25477	2	1	u,Макс. HP +26,955\0	u,Макс. MP +12,085\0	a,
25478	2	1	u,Макс. HP +26,955\0	u,Макс. CP +53,07\0	a,
25479	2	1	u,Макс. HP +26,955\0	u,Физ. Атк. +14,41\0	a,
25480	2	1	u,Макс. HP +26,955\0	u,Маг. Атк. +18,63\0	a,
25481	2	1	u,Макс. HP +26,955\0	u,Восстановление HP +0,1\0	a,
25482	2	1	u,Макс. HP +26,955\0	u,Восстановление MP +0,04\0	a,
25483	2	1	u,Макс. HP +26,955\0	u,Восстановление CP +0,1\0	a,
25484	2	1	u,Макс. HP +26,955\0	u,Уворот + 0,646\0	a,
25485	2	1	u,Макс. HP +26,955\0	u,Точность +0,94\0	a,
25486	2	1	u,Макс. HP +26,955\0	u,Крит. +7,05\0	a,
25487	2	1	u,Макс. MP +12,085\0	u,Макс. CP +53,07\0	a,
25488	2	1	u,Макс. MP +12,085\0	u,Физ. Атк. +14,41\0	a,
25489	2	1	u,Макс. MP +12,085\0	u,Маг. Атк. +18,63\0	a,
25490	2	1	u,Макс. MP +12,085\0	u,Восстановление HP +0,1\0	a,
25491	2	1	u,Макс. MP +12,085\0	u,Восстановление MP +0,04\0	a,
25492	2	1	u,Макс. MP +12,085\0	u,Восстановление CP +0,1\0	a,
25493	2	1	u,Макс. MP +12,085\0	u,Уворот + 0,646\0	a,
25494	2	1	u,Макс. MP +12,085\0	u,Точность +0,94\0	a,
25495	2	1	u,Макс. MP +12,085\0	u,Крит. +7,05\0	a,
25496	2	1	u,Макс. CP +53,07\0	u,Физ. Атк. +14,41\0	a,
25497	2	1	u,Макс. CP +53,07\0	u,Маг. Атк. +18,63\0	a,
25498	2	1	u,Макс. CP +53,07\0	u,Восстановление HP +0,1\0	a,
25499	2	1	u,Макс. CP +53,07\0	u,Восстановление MP +0,04\0	a,
25500	2	1	u,Макс. CP +53,07\0	u,Восстановление CP +0,1\0	a,
25501	2	1	u,Макс. CP +53,07\0	u,Уворот + 0,646\0	a,
25502	2	1	u,Макс. CP +53,07\0	u,Точность +0,94\0	a,
25503	2	1	u,Макс. CP +53,07\0	u,Крит. +7,05\0	a,
25504	2	1	u,Физ. Атк. +14,41\0	u,Маг. Атк. +18,63\0	a,
25505	2	1	u,Физ. Атк. +14,41\0	u,Восстановление HP +0,1\0	a,
25506	2	1	u,Физ. Атк. +14,41\0	u,Восстановление MP +0,04\0	a,
25507	2	1	u,Физ. Атк. +14,41\0	u,Восстановление CP +0,1\0	a,
25508	2	1	u,Физ. Атк. +14,41\0	u,Уворот + 0,646\0	a,
25509	2	1	u,Физ. Атк. +14,41\0	u,Точность +0,94\0	a,
25510	2	1	u,Физ. Атк. +14,41\0	u,Крит. +7,05\0	a,
25511	2	1	u,Маг. Атк. +18,63\0	u,Восстановление HP +0,1\0	a,
25512	2	1	u,Маг. Атк. +18,63\0	u,Восстановление MP +0,04\0	a,
25513	2	1	u,Маг. Атк. +18,63\0	u,Восстановление CP +0,1\0	a,
25514	2	1	u,Маг. Атк. +18,63\0	u,Уворот + 0,646\0	a,
25515	2	1	u,Маг. Атк. +18,63\0	u,Точность +0,94\0	a,
25516	2	1	u,Маг. Атк. +18,63\0	u,Крит. +7,05\0	a,
25517	2	1	u,Восстановление HP +0,1\0	u,Восстановление MP +0,04\0	a,
25518	2	1	u,Восстановление HP +0,1\0	u,Восстановление CP +0,1\0	a,
25519	2	1	u,Восстановление HP +0,1\0	u,Уворот + 0,646\0	a,
25520	2	1	u,Восстановление HP +0,1\0	u,Точность +0,94\0	a,
25521	2	1	u,Восстановление HP +0,1\0	u,Крит. +7,05\0	a,
25522	2	1	u,Восстановление MP +0,04\0	u,Восстановление CP +0,1\0	a,
25523	2	1	u,Восстановление MP +0,04\0	u,Уворот + 0,646\0	a,
25524	2	1	u,Восстановление MP +0,04\0	u,Точность +0,94\0	a,
25525	2	1	u,Восстановление MP +0,04\0	u,Крит. +7,05\0	a,
25526	2	1	u,Восстановление CP +0,1\0	u,Уворот + 0,646\0	a,
25527	2	1	u,Восстановление CP +0,1\0	u,Точность +0,94\0	a,
25528	2	1	u,Восстановление CP +0,1\0	u,Крит. +7,05\0	a,
25529	2	1	u,Уворот + 0,646\0	u,Точность +0,94\0	a,
25530	2	1	u,Уворот + 0,646\0	u,Крит. +7,05\0	a,
25531	2	1	u,Точность +0,94\0	u,Крит. +7,05\0	a,
25532	3	1	u,Физ. Защ. +21,33\0	a,	a,
25533	3	1	u,Маг. Защ. +18,39\0	a,	a,
25534	3	1	u,Макс. HP +58,79\0	a,	a,
25535	3	1	u,Макс. MP +23,69\0	a,	a,
25536	3	1	u,Макс. CP +115,74\0	a,	a,
25537	3	1	u,Физ. Атк. +22,04\0	a,	a,
25538	3	1	u,Маг. Атк. +26,37\0	a,	a,
25539	3	1	u,Восстановление HP +0,23\0	a,	a,
25540	3	1	u,Восстановление MP +0,1\0	a,	a,
25541	3	1	u,Восстановление CP +0,23\0	a,	a,
25542	3	1	u,Уворот + 1,646\0	a,	a,
25543	3	1	u,Точность +2,351\0	a,	a,
25544	3	1	u,Крит. +17,6\0	a,	a,
25545	3	1	u,Физ. Защ. +10,665\0	u,Маг. Защ. +9,195\0	a,
25546	3	1	u,Физ. Защ. +10,665\0	u,Макс. HP +29,395\0	a,
25547	3	1	u,Физ. Защ. +10,665\0	u,Макс. MP +11,845\0	a,
25548	3	1	u,Физ. Защ. +10,665\0	u,Макс. CP +57,87\0	a,
25549	3	1	u,Физ. Защ. +10,665\0	u,Физ. Атк. +11,02\0	a,
25550	3	1	u,Физ. Защ. +10,665\0	u,Маг. Атк. +13,185\0	a,
25551	3	1	u,Физ. Защ. +10,665\0	u,Восстановление HP +0,115\0	a,
25552	3	1	u,Физ. Защ. +10,665\0	u,Восстановление MP +0,05\0	a,
25553	3	1	u,Физ. Защ. +10,665\0	u,Восстановление CP +0,115\0	a,
25554	3	1	u,Физ. Защ. +10,665\0	u,Уворот + 0,823\0	a,
25555	3	1	u,Физ. Защ. +10,665\0	u,Точность +1,1755\0	a,
25556	3	1	u,Физ. Защ. +10,665\0	u,Крит. +8,8\0	a,
25557	3	1	u,Маг. Защ. +9,195\0	u,Макс. HP +29,395\0	a,
25558	3	1	u,Маг. Защ. +9,195\0	u,Макс. MP +11,845\0	a,
25559	3	1	u,Маг. Защ. +9,195\0	u,Макс. CP +57,87\0	a,
25560	3	1	u,Маг. Защ. +9,195\0	u,Физ. Атк. +11,02\0	a,
25561	3	1	u,Маг. Защ. +9,195\0	u,Маг. Атк. +13,185\0	a,
25562	3	1	u,Маг. Защ. +9,195\0	u,Восстановление HP +0,115\0	a,
25563	3	1	u,Маг. Защ. +9,195\0	u,Восстановление MP +0,05\0	a,
25564	3	1	u,Маг. Защ. +9,195\0	u,Восстановление CP +0,115\0	a,
25565	3	1	u,Маг. Защ. +9,195\0	u,Уворот + 0,823\0	a,
25566	3	1	u,Маг. Защ. +9,195\0	u,Точность +1,1755\0	a,
25567	3	1	u,Маг. Защ. +9,195\0	u,Крит. +8,8\0	a,
25568	3	1	u,Макс. HP +29,395\0	u,Макс. MP +11,845\0	a,
25569	3	1	u,Макс. HP +29,395\0	u,Макс. CP +57,87\0	a,
25570	3	1	u,Макс. HP +29,395\0	u,Физ. Атк. +11,02\0	a,
25571	3	1	u,Макс. HP +29,395\0	u,Маг. Атк. +13,185\0	a,
25572	3	1	u,Макс. HP +29,395\0	u,Восстановление HP +0,115\0	a,
25573	3	1	u,Макс. HP +29,395\0	u,Восстановление MP +0,05\0	a,
25574	3	1	u,Макс. HP +29,395\0	u,Восстановление CP +0,115\0	a,
25575	3	1	u,Макс. HP +29,395\0	u,Уворот + 0,823\0	a,
25576	3	1	u,Макс. HP +29,395\0	u,Точность +1,1755\0	a,
25577	3	1	u,Макс. HP +29,395\0	u,Крит. +8,8\0	a,
25578	3	1	u,Макс. MP +11,845\0	u,Макс. CP +57,87\0	a,
25579	3	1	u,Макс. MP +11,845\0	u,Физ. Атк. +11,02\0	a,
25580	3	1	u,Макс. MP +11,845\0	u,Маг. Атк. +13,185\0	a,
25581	3	1	u,Макс. MP +11,845\0	u,Восстановление HP +0,115\0	a,
25582	3	1	u,Макс. MP +11,845\0	u,Восстановление MP +0,05\0	a,
25583	3	1	u,Макс. MP +11,845\0	u,Восстановление CP +0,115\0	a,
25584	3	1	u,Макс. MP +11,845\0	u,Уворот + 0,823\0	a,
25585	3	1	u,Макс. MP +11,845\0	u,Точность +1,1755\0	a,
25586	3	1	u,Макс. MP +11,845\0	u,Крит. +8,8\0	a,
25587	3	1	u,Макс. CP +57,87\0	u,Физ. Атк. +11,02\0	a,
25588	3	1	u,Макс. CP +57,87\0	u,Маг. Атк. +13,185\0	a,
25589	3	1	u,Макс. CP +57,87\0	u,Восстановление HP +0,115\0	a,
25590	3	1	u,Макс. CP +57,87\0	u,Восстановление MP +0,05\0	a,
25591	3	1	u,Макс. CP +57,87\0	u,Восстановление CP +0,115\0	a,
25592	3	1	u,Макс. CP +57,87\0	u,Уворот + 0,823\0	a,
25593	3	1	u,Макс. CP +57,87\0	u,Точность +1,1755\0	a,
25594	3	1	u,Макс. CP +57,87\0	u,Крит. +8,8\0	a,
25595	3	1	u,Физ. Атк. +11,02\0	u,Маг. Атк. +13,185\0	a,
25596	3	1	u,Физ. Атк. +11,02\0	u,Восстановление HP +0,115\0	a,
25597	3	1	u,Физ. Атк. +11,02\0	u,Восстановление MP +0,05\0	a,
25598	3	1	u,Физ. Атк. +11,02\0	u,Восстановление CP +0,115\0	a,
25599	3	1	u,Физ. Атк. +11,02\0	u,Уворот + 0,823\0	a,
25600	3	1	u,Физ. Атк. +11,02\0	u,Точность +1,1755\0	a,
25601	3	1	u,Физ. Атк. +11,02\0	u,Крит. +8,8\0	a,
25602	3	1	u,Маг. Атк. +13,185\0	u,Восстановление HP +0,115\0	a,
25603	3	1	u,Маг. Атк. +13,185\0	u,Восстановление MP +0,05\0	a,
25604	3	1	u,Маг. Атк. +13,185\0	u,Восстановление CP +0,115\0	a,
25605	3	1	u,Маг. Атк. +13,185\0	u,Уворот + 0,823\0	a,
25606	3	1	u,Маг. Атк. +13,185\0	u,Точность +1,1755\0	a,
25607	3	1	u,Маг. Атк. +13,185\0	u,Крит. +8,8\0	a,
25608	3	1	u,Восстановление HP +0,115\0	u,Восстановление MP +0,05\0	a,
25609	3	1	u,Восстановление HP +0,115\0	u,Восстановление CP +0,115\0	a,
25610	3	1	u,Восстановление HP +0,115\0	u,Уворот + 0,823\0	a,
25611	3	1	u,Восстановление HP +0,115\0	u,Точность +1,1755\0	a,
25612	3	1	u,Восстановление HP +0,115\0	u,Крит. +8,8\0	a,
25613	3	1	u,Восстановление MP +0,05\0	u,Восстановление CP +0,115\0	a,
25614	3	1	u,Восстановление MP +0,05\0	u,Уворот + 0,823\0	a,
25615	3	1	u,Восстановление MP +0,05\0	u,Точность +1,1755\0	a,
25616	3	1	u,Восстановление MP +0,05\0	u,Крит. +8,8\0	a,
25617	3	1	u,Восстановление CP +0,115\0	u,Уворот + 0,823\0	a,
25618	3	1	u,Восстановление CP +0,115\0	u,Точность +1,1755\0	a,
25619	3	1	u,Восстановление CP +0,115\0	u,Крит. +8,8\0	a,
25620	3	1	u,Уворот + 0,823\0	u,Точность +1,1755\0	a,
25621	3	1	u,Уворот + 0,823\0	u,Крит. +8,8\0	a,
25622	3	1	u,Точность +1,1755\0	u,Крит. +8,8\0	a,
25623	3	1	u,Физ. Защ. +27,5\0	a,	a,
25624	3	1	u,Маг. Защ. +24,89\0	a,	a,
25625	3	1	u,Макс. HP +64,18\0	a,	a,
25626	3	1	u,Макс. MP +28,3\0	a,	a,
25627	3	1	u,Макс. CP +126,36\0	a,	a,
25628	3	1	u,Физ. Атк. +30,25\0	a,	a,
25629	3	1	u,Маг. Атк. +28,06\0	a,	a,
25630	3	1	u,Восстановление HP +0,25\0	a,	a,
25631	3	1	u,Восстановление MP +0,1\0	a,	a,
25632	3	1	u,Восстановление CP +0,25\0	a,	a,
25633	3	1	u,Уворот + 1,646\0	a,	a,
25634	3	1	u,Точность +2,351\0	a,	a,
25635	3	1	u,Крит. +17,6\0	a,	a,
25636	3	1	u,Физ. Защ. +13,75\0	u,Маг. Защ. +12,445\0	a,
25637	3	1	u,Физ. Защ. +13,75\0	u,Макс. HP +32,09\0	a,
25638	3	1	u,Физ. Защ. +13,75\0	u,Макс. MP +14,15\0	a,
25639	3	1	u,Физ. Защ. +13,75\0	u,Макс. CP +63,185\0	a,
25640	3	1	u,Физ. Защ. +13,75\0	u,Физ. Атк. +15,125\0	a,
25641	3	1	u,Физ. Защ. +13,75\0	u,Маг. Атк. +19,03\0	a,
